ID,name,age,gender,state,season,place,days_survived,votes_against,place_percent,time_playing,total_times_played,players_in_season,season_number,is_censored
1707,Corinne Kaplan,29,Female,CA,Gabon,7,33,4,0.6666666666666667,1,2,18,17,0
1706,Crystal Cox,29,Female,NC,Gabon,6,36,11,0.7222222222222222,1,1,18,17,0
1705,Ken Hoang,22,Male,CA,Gabon,5,37,7,0.7777777777777778,1,1,18,17,0
1704,Matty Whitmore,29,Male,CA,Gabon,4,38,7,0.8333333333333334,1,1,18,17,0
1703,Sugar Kiper,29,Female,NY,Gabon,3,39,0,0.8888888888888888,1,2,18,17,1
1702,Susie Smith,47,Female,IA,Gabon,2,39,7,0.9444444444444444,1,1,18,17,1
1701,Bob Crowley,57,Male,ME,Gabon,1,39,2,1.0,1,1,18,17,1
1816,Carolina Eastwood,26,Female,CA,Tocantins,16,3,7,0.0625,1,1,16,18,0
1815,Candace Smith,31,Female,CA,Tocantins,15,6,7,0.125,1,1,16,18,0
1814,Jerry Sims,49,Male,SC,Tocantins,14,9,6,0.1875,1,1,16,18,0
1813,Sandy Burgin,53,Female,KY,Tocantins,13,12,6,0.25,1,1,16,18,0
1812,Spencer Duhm,19,Male,FL,Tocantins,12,15,5,0.3125,1,1,16,18,0
1811,Sydney Wheeler,24,Female,CA,Tocantins,11,18,4,0.375,1,1,16,18,0
1810,Joe Dowdle,26,Male,TX,Tocantins,10,20,1,0.4375,1,1,16,18,1
1809,Brendan Synnott,30,Male,CO,Tocantins,9,24,4,0.5,1,1,16,18,0
1808,Tyson Apostol,29,Male,UT,Tocantins,8,27,5,0.5625,1,3,16,18,0
1807,Sierra Reed,23,Female,CA,Tocantins,7,30,11,0.625,1,1,16,18,0
1806,Debbie Beebe,46,Female,AL,Tocantins,6,33,6,0.6875,1,1,16,18,0
1805,Coach Wade,37,Male,MO,Tocantins,5,36,6,0.75,1,3,16,18,0
1804,Taj Johnson-George,37,Female,TN,Tocantins,4,37,7,0.8125,1,1,16,18,0
1803,Erinn Lobdell,26,Female,WI,Tocantins,3,38,5,0.875,1,1,16,18,0
1802,Stephen Fishbach,29,Male,NY,Tocantins,2,39,1,0.9375,1,2,16,18,1
1801,J.T. Thomas,24,Male,AL,Tocantins,1,39,0,1.0,1,3,16,18,1
1920,Marisa Calihan,26,Female,OH,Samoa,20,3,7,0.050000000000000044,1,1,20,19,0
1919,Mike Borassi,62,Male,CA,Samoa,19,5,0,0.09999999999999998,1,1,20,19,1
1918,Betsy Bolan,48,Female,NH,Samoa,18,6,7,0.15000000000000002,1,1,20,19,0
1917,Ben Browning,28,Male,CA,Samoa,17,8,7,0.19999999999999996,1,1,20,19,0
1916,Yasmin Giles,33,Female,CA,Samoa,16,11,8,0.25,1,1,20,19,0
1915,Ashley Trainer,22,Female,MN,Samoa,15,14,9,0.30000000000000004,1,1,20,19,0
1914,Russell Swan,42,Male,PA,Samoa,14,15,0,0.35,1,2,20,19,1
1913,Liz Kim,33,Female,NY,Samoa,13,18,5,0.4,1,1,20,19,0
1912,Erik Cardona,28,Male,CA,Samoa,12,21,10,0.44999999999999996,1,1,20,19,0
1911,Kelly Sharbaugh,25,Female,CA,Samoa,11,24,4,0.5,1,1,20,19,0
1910,Laura Morett,39,Female,OR,Samoa,10,27,10,0.55,1,2,20,19,0
1909,John Fincher,25,Male,CA,Samoa,9,30,7,0.6,1,1,20,19,0
1908,Dave Ball,38,Male,CA,Samoa,8,31,8,0.65,1,1,20,19,0
1907,Monica Padilla,25,Female,CA,Samoa,7,33,7,0.7,1,2,20,19,0
1906,Shambo Waters,45,Female,WA,Samoa,6,36,6,0.75,1,1,20,19,0
1905,Jaison Robinson,28,Male,IL,Samoa,5,37,7,0.8,1,1,20,19,0
1904,Brett Clouser,23,Male,CA,Samoa,4,38,3,0.85,1,1,20,19,0
1903,Mick Trimming,33,Male,CA,Samoa,3,39,4,0.9,1,1,20,19,1
1902,Russell Hantz,36,Male,TX,Samoa,2,39,9,0.95,1,3,20,19,1
1901,Natalie White,26,Female,AR,Samoa,1,39,8,1.0,1,1,20,19,1
2020,Sugar Kiper,30,Female,CA,Heroes vs. Villains,20,3,9,0.050000000000000044,2,2,20,20,0
2019,Stephenie LaGrossa,29,Female,PA,Heroes vs. Villains,19,6,6,0.09999999999999998,3,3,20,20,0
2018,Randy Bailey,50,Male,TX,Heroes vs. Villains,18,8,9,0.15000000000000002,2,2,20,20,0
2017,Cirie Fields,39,Female,CT,Heroes vs. Villains,17,11,3,0.19999999999999996,3,4,20,20,0
2016,Tom Westman,45,Male,NY,Heroes vs. Villains,16,14,8,0.25,2,2,20,20,0
2015,Tyson Apostol,30,Male,UT,Heroes vs. Villains,15,15,3,0.30000000000000004,2,3,20,20,0
2014,James Clement,32,Male,LA,Heroes vs. Villains,14,15,7,0.35,3,3,20,20,0
2013,Rob Mariano,33,Male,FL,Heroes vs. Villains,13,18,5,0.4,3,4,20,20,0
2012,Coach Wade,38,Male,CA,Heroes vs. Villains,12,21,4,0.44999999999999996,2,3,20,20,0
2011,Courtney Yates,28,Female,NY,Heroes vs. Villains,11,24,9,0.5,2,2,20,20,0
2010,J.T. Thomas,25,Male,AL,Heroes vs. Villains,10,27,5,0.55,2,3,20,20,0
2009,Amanda Kimmel,25,Female,CA,Heroes vs. Villains,9,30,10,0.6,3,3,20,20,0
2008,Candice Woodcock,26,Female,DC,Heroes vs. Villains,8,31,5,0.65,2,2,20,20,0
2007,Danielle DiLorenzo,28,Female,CA,Heroes vs. Villains,7,33,4,0.7,2,2,20,20,0
2006,Rupert Boneham,45,Male,IN,Heroes vs. Villains,6,36,10,0.75,3,4,20,20,0
2005,Colby Donaldson,35,Male,CA,Heroes vs. Villains,5,37,7,0.8,3,3,20,20,0
2004,Jerri Manthey,38,Female,CA,Heroes vs. Villains,4,38,9,0.85,3,3,20,20,0
2003,Russell Hantz,36,Male,TX,Heroes vs. Villains,3,39,5,0.9,2,3,20,20,1
2002,Parvati Shallow,26,Female,CA,Heroes vs. Villains,2,39,8,0.95,3,3,20,20,1
2001,Sandra Diaz-Twine,35,Female,NC,Heroes vs. Villains,1,39,3,1.0,2,3,20,20,1
2120,Wendy DeSmidt-Kohlhoff,48,Female,MT,Nicaragua,20,3,9,0.050000000000000044,1,1,20,21,0
2119,Shannon Elkins,30,Male,LA,Nicaragua,19,6,7,0.09999999999999998,1,1,20,21,0
2118,Jimmy Johnson,67,Male,FL,Nicaragua,18,8,8,0.15000000000000002,1,1,20,21,0
2117,Jimmy Tarantino,48,Male,MA,Nicaragua,17,11,5,0.19999999999999996,1,1,20,21,0
2116,Tyrone Davis,42,Male,CA,Nicaragua,16,14,6,0.25,1,1,20,21,0
2115,Kelly Bruno,26,Female,NC,Nicaragua,15,15,8,0.30000000000000004,1,1,20,21,0
2114,Yve Rojas,41,Female,MO,Nicaragua,14,15,7,0.35,1,1,20,21,0
2113,Jill Behm,43,Female,PA,Nicaragua,13,18,3,0.4,1,1,20,21,0
2112,Alina Wilson,23,Female,CA,Nicaragua,12,22,10,0.44999999999999996,1,1,20,21,0
2111,Marty Piombo,48,Male,CA,Nicaragua,11,24,15,0.5,1,1,20,21,0
2110,Brenda Lowe,27,Female,FL,Nicaragua,10,27,13,0.55,1,2,20,21,0
2109,NaOnka Mixon,27,Female,CA,Nicaragua,9,28,3,0.6,1,1,20,21,1
2108,Kelly Shinn,20,Female,AZ,Nicaragua,8,28,0,0.65,1,1,20,21,1
2107,Benry Henry,24,Male,CA,Nicaragua,7,32,5,0.7,1,1,20,21,0
2106,Jane Bright,56,Female,NC,Nicaragua,6,36,11,0.75,1,1,20,21,0
2105,Dan Lembo,63,Male,NY,Nicaragua,5,37,9,0.8,1,1,20,21,0
2104,Holly Hoffman,44,Female,SD,Nicaragua,4,38,4,0.85,1,1,20,21,0
2103,Sash Lenahan,30,Male,NY,Nicaragua,3,39,2,0.9,1,1,20,21,1
2102,Chase Rice,24,Male,NC,Nicaragua,2,39,1,0.95,1,1,20,21,1
2101,Fabio Birza,21,Male,CA,Nicaragua,1,39,2,1.0,1,1,20,21,1
2218,Francesca Hogi,36,Female,DC,Redemption Island,18,3,4,0.05555555555555558,1,2,18,22,0
2217,Russell Hantz,37,Male,TX,Redemption Island,17,8,8,0.11111111111111116,3,3,18,22,0
2216,Kristina Kell,46,Female,CA,Redemption Island,16,11,9,0.16666666666666663,1,1,18,22,0
2215,Krista Klumpp,25,Female,SC,Redemption Island,15,13,6,0.2222222222222222,1,1,18,22,0
2214,Stephanie Valencia,26,Female,CA,Redemption Island,14,16,8,0.2777777777777778,1,1,18,22,0
2213,Sarita White,36,Female,CA,Redemption Island,13,18,6,0.33333333333333337,1,1,18,22,0
2212,David Murphy,31,Male,CA,Redemption Island,12,24,8,0.38888888888888884,1,1,18,22,0
2211,Julie Wolfe,50,Female,CA,Redemption Island,11,27,6,0.4444444444444444,1,1,18,22,0
2210,Steve Wright,51,Male,CA,Redemption Island,10,30,9,0.5,1,1,18,22,0
2209,Ralph Kiser,45,Male,VA,Redemption Island,9,30,10,0.5555555555555556,1,1,18,22,0
2208,Grant Mattos,29,Male,CA,Redemption Island,8,35,10,0.6111111111111112,1,1,18,22,0
2207,Matt Elrod,22,Male,TN,Redemption Island,7,21,10,0.6666666666666667,1,1,18,22,1
2206,Mike Chiesl,31,Male,CA,Redemption Island,6,22,6,0.7222222222222222,1,1,18,22,0
2205,Andrea Boehlke,21,Female,WI,Redemption Island,5,37,9,0.7777777777777778,1,3,18,22,0
2204,Ashley Underwood,25,Female,ME,Redemption Island,4,38,3,0.8333333333333334,1,1,18,22,0
2203,Natalie Tenerelli,19,Female,CA,Redemption Island,3,39,1,0.8888888888888888,1,1,18,22,1
2202,Phillip Sheppard,52,Male,CA,Redemption Island,2,39,17,0.9444444444444444,1,2,18,22,1
2201,Rob Mariano,34,Male,FL,Redemption Island,1,39,7,1.0,4,4,18,22,1
2318,Semhar Tadesse,24,Female,CA,South Pacific,18,3,8,0.05555555555555558,1,1,18,23,0
2317,Mark Caruso,48,Male,NY,South Pacific,17,8,6,0.11111111111111116,1,1,18,23,0
2316,Stacey Powell,44,Female,TX,South Pacific,16,11,10,0.16666666666666663,1,1,18,23,0
2315,Elyse Umemoto,27,Female,NV,South Pacific,15,14,3,0.2222222222222222,1,1,18,23,0
2314,Mikayla Wingle,22,Female,FL,South Pacific,14,16,4,0.2777777777777778,1,1,18,23,0
2313,Christine Shields Markoski,39,Female,NY,South Pacific,13,5,4,0.33333333333333337,1,1,18,23,0
2312,Jim Rice,35,Male,CO,South Pacific,12,24,8,0.38888888888888884,1,1,18,23,0
2311,Keith Tollefson,26,Male,MN,South Pacific,11,21,12,0.4444444444444444,1,1,18,23,0
2310,Dawn Meehan,41,Female,UT,South Pacific,10,27,9,0.5,1,2,18,23,0
2309,Whitney Duncan,27,Female,TN,South Pacific,9,27,7,0.5555555555555556,1,1,18,23,0
2308,John Cochran,24,Male,DC,South Pacific,8,30,13,0.6111111111111112,1,2,18,23,0
2307,Edna Ma,35,Female,CA,South Pacific,7,32,15,0.6666666666666667,1,1,18,23,0
2306,Brandon Hantz,19,Male,TX,South Pacific,6,35,4,0.7222222222222222,1,2,18,23,0
2305,Rick Nelson,51,Male,UT,South Pacific,5,37,15,0.7777777777777778,1,1,18,23,0
2304,Ozzy Lusth,30,Male,CA,South Pacific,4,38,17,0.8333333333333334,3,4,18,23,1
2303,Albert Destrade,26,Male,FL,South Pacific,3,39,1,0.8888888888888888,1,1,18,23,1
2302,Coach Wade,39,Male,CA,South Pacific,2,39,0,0.9444444444444444,3,3,18,23,1
2301,Sophie Clarke,22,Female,NY,South Pacific,1,39,5,1.0,1,1,18,23,1
2418,Kourtney Moon,29,Female,TX,One World,18,3,0,0.05555555555555558,1,1,18,24,1
2417,Nina Acosta,51,Female,CA,One World,17,5,6,0.11111111111111116,1,1,18,24,0
2416,Matt Quinlan,33,Male,CA,One World,16,8,7,0.16666666666666663,1,1,18,24,0
2415,Bill Posley,28,Male,CA,One World,15,11,8,0.2222222222222222,1,1,18,24,0
2414,Monica Culpepper,41,Female,FL,One World,14,14,5,0.2777777777777778,1,2,18,24,0
2413,Colton Cumbie,21,Male,AL,One World,13,16,1,0.33333333333333337,1,2,18,24,1
2412,Jonas Otsuji,37,Male,UT,One World,12,20,10,0.38888888888888884,1,1,18,24,0
2411,Michael Jefferson,30,Male,WA,One World,11,22,9,0.4444444444444444,1,1,18,24,0
2410,Jay Byars,25,Male,SC,One World,10,25,5,0.5,1,1,18,24,0
2409,Leif Manson,27,Male,CA,One World,9,27,5,0.5555555555555556,1,1,18,24,0
2408,Troyzan Robertson,50,Male,FL,One World,8,30,6,0.6111111111111112,1,2,18,24,0
2407,Kat Edorsson,22,Female,FL,One World,7,33,7,0.6666666666666667,1,2,18,24,0
2406,Tarzan Smith,64,Male,TX,One World,6,36,12,0.7222222222222222,1,1,18,24,0
2405,Alicia Rosa,25,Female,IL,One World,5,37,5,0.7777777777777778,1,1,18,24,0
2404,Christina Cha,29,Female,CA,One World,4,38,9,0.8333333333333334,1,1,18,24,0
2403,Chelsea Meissner,26,Female,SC,One World,3,39,4,0.8888888888888888,1,1,18,24,1
2402,Sabrina Thompson,33,Female,NY,One World,2,39,2,0.9444444444444444,1,1,18,24,1
2401,Kim Spradlin,29,Female,TX,One World,1,39,3,1.0,1,1,18,24,1
2518,Zane Knight,28,Male,VA,Philippines,18,3,5,0.05555555555555558,1,1,18,25,0
2517,Roxy Morris,28,Female,NY,Philippines,17,6,4,0.11111111111111116,1,1,18,25,0
2516,Angie Layton,20,Female,UT,Philippines,16,8,4,0.16666666666666663,1,1,18,25,0
2515,Russell Swan,45,Male,PA,Philippines,15,10,4,0.2222222222222222,2,2,18,25,0
2514,Dana Lambert,32,Female,NC,Philippines,14,12,0,0.2777777777777778,1,1,18,25,1
2513,Sarah Dawson,28,Female,MD,Philippines,13,13,5,0.33333333333333337,1,1,18,25,0
2512,Katie Hanson,22,Female,DE,Philippines,12,16,4,0.38888888888888884,1,1,18,25,0
2511,RC Saint-Amour,27,Female,NY,Philippines,11,19,4,0.4444444444444444,1,1,18,25,0
2510,Jeff Kent,44,Male,TX,Philippines,10,22,5,0.5,1,1,18,25,0
2509,Artis Silvester,53,Male,LA,Philippines,9,25,5,0.5555555555555556,1,1,18,25,0
2508,Pete Yurkowski,24,Male,NJ,Philippines,8,27,9,0.6111111111111112,1,1,18,25,0
2507,Jonathan Penner,50,Male,CA,Philippines,7,30,14,0.6666666666666667,3,3,18,25,0
2506,Carter Williams,24,Male,KS,Philippines,6,33,5,0.7222222222222222,1,1,18,25,0
2505,Abi-Maria Gomes,32,Female,CA,Philippines,5,36,9,0.7777777777777778,1,2,18,25,0
2504,Malcolm Freberg,25,Male,CA,Philippines,4,38,6,0.8333333333333334,1,3,18,25,0
2503,Lisa Whelchel,49,Female,TX,Philippines,3,39,0,0.8888888888888888,1,1,18,25,1
2502,Michael Skupin,50,Male,MI,Philippines,2,39,0,0.9444444444444444,2,2,18,25,1
2501,Denise Stapley,41,Female,IA,Philippines,1,39,6,1.0,1,1,18,25,1
2620,Francesca Hogi,38,Female,NY,Caramoan,20,3,6,0.050000000000000044,2,2,20,26,0
2619,Allie Pohevitz,25,Female,NY,Caramoan,19,5,6,0.09999999999999998,1,1,20,26,0
2618,Hope Driskill,23,Female,MO,Caramoan,18,7,8,0.15000000000000002,1,1,20,26,0
2617,Shamar Thomas,27,Male,NY,Caramoan,17,10,8,0.19999999999999996,1,1,20,26,1
2616,Laura Alexander,23,Female,DC,Caramoan,16,10,6,0.25,1,1,20,26,0
2615,Brandon Hantz,20,Male,TX,Caramoan,15,13,8,0.30000000000000004,2,2,20,26,0
2614,Matt Bischoff,38,Male,OH,Caramoan,14,16,4,0.35,1,1,20,26,0
2613,Julia Landauer,21,Female,CA,Caramoan,13,19,9,0.4,1,1,20,26,0
2612,Corinne Kaplan,33,Female,CA,Caramoan,12,22,7,0.44999999999999996,2,2,20,26,0
2611,Michael Snow,44,Male,NY,Caramoan,11,25,10,0.5,1,1,20,26,0
2610,Phillip Sheppard,54,Male,CA,Caramoan,10,28,5,0.55,2,2,20,26,0
2609,Malcolm Freberg,25,Male,CA,Caramoan,9,30,11,0.6,2,3,20,26,0
2608,Reynold Toepfer,30,Male,CA,Caramoan,8,31,9,0.65,1,1,20,26,0
2607,Andrea Boehlke,23,Female,NY,Caramoan,7,33,13,0.7,2,3,20,26,0
2606,Brenda Lowe,29,Female,FL,Caramoan,6,36,5,0.75,2,2,20,26,0
2605,Erik Reichenbach,27,Male,CA,Caramoan,5,36,2,0.8,2,2,20,26,1
2604,Eddie Fox,23,Male,NJ,Caramoan,4,38,16,0.85,1,1,20,26,0
2603,Dawn Meehan,42,Female,UT,Caramoan,3,39,2,0.9,2,2,20,26,1
2602,Sherri Biethman,41,Female,ID,Caramoan,2,39,6,0.95,1,1,20,26,1
2601,John Cochran,25,Male,DC,Caramoan,1,39,0,1.0,2,2,20,26,1
2720,Rupert Boneham,49,Male,IN,Blood vs. Water,20,1,0,0.050000000000000044,4,4,20,27,1
2719,Colton Cumbie,22,Male,AL,Blood vs. Water,19,7,0,0.09999999999999998,2,2,20,27,1
2718,Rachel Foulger,33,Female,UT,Blood vs. Water,18,6,5,0.15000000000000002,1,1,20,27,0
2717,Marissa Peterson,21,Female,NC,Blood vs. Water,17,3,10,0.19999999999999996,1,1,20,27,0
2716,Candice Cody,30,Female,DC,Blood vs. Water,16,1,6,0.25,1,1,20,27,0
2715,Brad Culpepper,44,Male,FL,Blood vs. Water,15,10,7,0.30000000000000004,1,2,20,27,0
2714,Kat Edorsson,23,Female,FL,Blood vs. Water,14,16,5,0.35,2,2,20,27,0
2713,John Cody,30,Male,DC,Blood vs. Water,13,8,8,0.4,1,1,20,27,0
2712,Laura Boneham,44,Female,IN,Blood vs. Water,12,18,11,0.44999999999999996,1,1,20,27,1
2711,Aras Baskauskas,31,Male,CA,Blood vs. Water,11,21,7,0.5,2,2,20,27,0
2710,Vytas Baskauskas,33,Male,CA,Blood vs. Water,10,22,10,0.55,1,2,20,27,0
2709,Caleb Bankston,26,Male,AL,Blood vs. Water,9,29,4,0.6,1,1,20,27,0
2708,Katie Collins,25,Female,NY,Blood vs. Water,8,32,4,0.65,1,1,20,27,1
2707,Hayden Moss,27,Male,TX,Blood vs. Water,7,35,8,0.7,1,1,20,27,0
2706,Laura Morett,43,Female,OR,Blood vs. Water,6,26,19,0.75,2,2,20,27,1
2705,Ciera Eastin,24,Female,OR,Blood vs. Water,5,37,14,0.8,1,3,20,27,0
2704,Tina Wesson,52,Female,NC,Blood vs. Water,4,28,10,0.85,3,3,20,27,1
2703,Gervase Peterson,43,Male,PA,Blood vs. Water,3,39,6,0.9,2,2,20,27,1
2702,Monica Culpepper,42,Female,FL,Blood vs. Water,2,39,6,0.95,2,2,20,27,1
2701,Tyson Apostol,34,Male,UT,Blood vs. Water,1,39,2,1.0,3,3,20,27,1
2818,David Samson,45,Male,FL,Cagayan,18,3,4,0.05555555555555558,1,1,18,28,0
2817,Garrett Adelstein,27,Male,CA,Cagayan,17,6,3,0.11111111111111116,1,1,18,28,0
2816,Brice Johnston,27,Male,PA,Cagayan,16,8,5,0.16666666666666663,1,1,18,28,0
2815,J'Tia Taylor,31,Female,IL,Cagayan,15,11,7,0.2222222222222222,1,1,18,28,0
2814,Cliff Robinson,46,Male,NJ,Cagayan,14,14,4,0.2777777777777778,1,1,18,28,0
2813,Lindsey Ogle,29,Female,IN,Cagayan,13,14,0,0.33333333333333337,1,1,18,28,1
2812,Alexis Maxwell,21,Female,IL,Cagayan,12,16,8,0.38888888888888884,1,1,18,28,0
2811,Sarah Lacina,29,Female,IA,Cagayan,11,19,6,0.4444444444444444,1,2,18,28,0
2810,Morgan McLeod,21,Female,CA,Cagayan,10,22,8,0.5,1,1,18,28,0
2809,LJ McKanas,34,Male,MA,Cagayan,9,25,8,0.5555555555555556,1,1,18,28,0
2808,Jeremiah Wood,34,Male,NC,Cagayan,8,28,9,0.6111111111111112,1,1,18,28,0
2807,Jefra Bland,22,Female,KY,Cagayan,7,30,9,0.6666666666666667,1,1,18,28,0
2806,Tasha Fox,37,Female,MO,Cagayan,6,33,4,0.7222222222222222,1,2,18,28,0
2805,Trish Hegarty,48,Female,MA,Cagayan,5,36,5,0.7777777777777778,1,1,18,28,0
2804,Spencer Bledsoe,21,Male,IL,Cagayan,4,37,8,0.8333333333333334,1,2,18,28,0
2803,Kass McQuillen,41,Female,CA,Cagayan,3,38,2,0.8888888888888888,1,2,18,28,0
2802,Woo Hwang,29,Male,CA,Cagayan,2,39,4,0.9444444444444444,1,2,18,28,1
2801,Tony Vlachos,39,Male,NJ,Cagayan,1,39,5,1.0,1,2,18,28,1
2918,Nadiya Anderson,28,Female,NJ,San Juan del Sur,18,3,5,0.05555555555555558,1,1,18,29,0
2917,Val Collins,35,Female,MA,San Juan del Sur,17,6,9,0.11111111111111116,1,1,18,29,0
2916,John Rocker,39,Male,GA,San Juan del Sur,16,8,5,0.16666666666666663,1,1,18,29,0
2915,Drew Christy,25,Male,FL,San Juan del Sur,15,10,5,0.2222222222222222,1,1,18,29,0
2914,Kelley Wentworth,28,Female,WA,San Juan del Sur,14,13,4,0.2777777777777778,1,2,18,29,0
2913,Dale Wentworth,55,Male,WA,San Juan del Sur,13,15,8,0.33333333333333337,1,1,18,29,0
2912,Julie McGee,34,Female,GA,San Juan del Sur,12,18,2,0.38888888888888884,1,1,18,29,1
2911,Josh Canfield,32,Male,NY,San Juan del Sur,11,21,6,0.4444444444444444,1,1,18,29,0
2910,Jeremy Collins,36,Male,MA,San Juan del Sur,10,24,5,0.5,1,2,18,29,0
2909,Wes Nale,23,Male,LA,San Juan del Sur,9,26,2,0.5555555555555556,1,1,18,29,0
2908,Reed Kelly,31,Male,NY,San Juan del Sur,8,29,10,0.6111111111111112,1,1,18,29,0
2907,Alec Christy,22,Male,FL,San Juan del Sur,7,32,4,0.6666666666666667,1,1,18,29,0
2906,Jon Misch,26,Male,MI,San Juan del Sur,6,35,8,0.7222222222222222,1,1,18,29,0
2905,Baylor Wilson,20,Female,TN,San Juan del Sur,5,37,17,0.7777777777777778,1,1,18,29,0
2904,Keith Nale,53,Male,LA,San Juan del Sur,4,38,16,0.8333333333333334,1,2,18,29,0
2903,Missy Payne,47,Female,TX,San Juan del Sur,3,39,3,0.8888888888888888,1,1,18,29,1
2902,Jaclyn Schultz,25,Female,NV,San Juan del Sur,2,39,6,0.9444444444444444,1,1,18,29,1
2901,Natalie Anderson,28,Female,NJ,San Juan del Sur,1,39,0,1.0,1,1,18,29,1
3018,So Kim,31,Female,CA,Worlds Apart,18,3,4,0.05555555555555558,1,1,18,30,0
3017,Vince Sly,32,Male,CA,Worlds Apart,17,6,3,0.11111111111111116,1,1,18,30,0
3016,Nina Poersch,51,Female,CA,Worlds Apart,16,8,4,0.16666666666666663,1,1,18,30,0
3015,Lindsey Cascaddan,24,Female,FL,Worlds Apart,15,11,5,0.2222222222222222,1,1,18,30,0
3014,Max Dawson,37,Male,CA,Worlds Apart,14,14,5,0.2777777777777778,1,1,18,30,0
3013,Joaquin Souberbielle,27,Male,NY,Worlds Apart,13,16,4,0.33333333333333337,1,1,18,30,0
3012,Kelly Remington,44,Female,NY,Worlds Apart,12,19,4,0.38888888888888884,1,1,18,30,0
3011,Hali Ford,25,Female,CA,Worlds Apart,11,22,8,0.4444444444444444,1,2,18,30,0
3010,Joe Anglim,25,Male,AZ,Worlds Apart,10,24,8,0.5,1,2,18,30,0
3009,Jenn Brown,22,Female,CA,Worlds Apart,9,27,18,0.5555555555555556,1,1,18,30,0
3008,Shirin Oskooi,31,Female,CA,Worlds Apart,8,29,7,0.6111111111111112,1,2,18,30,0
3007,Tyler Fredrickson,33,Male,CA,Worlds Apart,7,32,5,0.6666666666666667,1,1,18,30,0
3006,Dan Foley,47,Male,ME,Worlds Apart,6,35,9,0.7222222222222222,1,1,18,30,0
3005,Sierra Dawn Thomas,27,Female,UT,Worlds Apart,5,37,6,0.7777777777777778,1,2,18,30,0
3004,Rodney Lavoie Jr.,24,Male,MA,Worlds Apart,4,38,5,0.8333333333333334,1,1,18,30,0
3003,Carolyn Rivera,52,Female,FL,Worlds Apart,3,39,10,0.8888888888888888,1,1,18,30,1
3002,Will Sims II,41,Male,CA,Worlds Apart,2,39,4,0.9444444444444444,1,1,18,30,1
3001,Mike Holloway,38,Male,TX,Worlds Apart,1,39,4,1.0,1,1,18,30,1
3120,Vytas Baskauskas,35,Male,CA,Cambodia,20,3,6,0.050000000000000044,2,2,20,31,0
3119,Shirin Oskooi,32,Female,CA,Cambodia,19,6,5,0.09999999999999998,2,2,20,31,0
3118,Peih-Gee Law,37,Female,CA,Cambodia,18,9,4,0.15000000000000002,2,2,20,31,0
3117,Jeff Varner,49,Male,NC,Cambodia,17,11,4,0.19999999999999996,2,3,20,31,0
3116,Monica Padilla,31,Female,NY,Cambodia,16,13,3,0.25,2,2,20,31,0
3115,Terry Deitz,55,Male,CT,Cambodia,15,13,0,0.30000000000000004,2,2,20,31,1
3114,Woo Hwang,31,Male,CA,Cambodia,14,16,5,0.35,2,2,20,31,0
3113,Kass McQuillen,42,Female,CA,Cambodia,13,19,6,0.4,2,2,20,31,0
3112,Andrew Savage,51,Male,CA,Cambodia,12,21,4,0.44999999999999996,2,2,20,31,0
3111,Kelly Wiglesworth,37,Female,NC,Cambodia,11,24,8,0.5,2,2,20,31,0
3110,Ciera Eastin,26,Female,OR,Cambodia,10,26,10,0.55,2,3,20,31,0
3109,Stephen Fishbach,36,Male,NY,Cambodia,9,29,9,0.6,2,2,20,31,0
3108,Joe Anglim,26,Male,AZ,Cambodia,8,32,8,0.65,2,2,20,31,0
3107,Abi-Maria Gomes,35,Female,CA,Cambodia,7,35,14,0.7,2,2,20,31,0
3106,Kimmi Kappenberg,42,Female,TX,Cambodia,6,36,9,0.75,2,2,20,31,0
3105,Keith Nale,54,Male,LA,Cambodia,5,37,4,0.8,2,2,20,31,0
3104,Kelley Wentworth,28,Female,WA,Cambodia,4,38,17,0.85,2,2,20,31,0
3103,Spencer Bledsoe,22,Male,IL,Cambodia,3,39,11,0.9,2,2,20,31,1
3102,Tasha Fox,38,Female,MO,Cambodia,2,39,8,0.95,2,2,20,31,1
3101,Jeremy Collins,37,Male,MA,Cambodia,1,39,3,1.0,2,2,20,31,1
3218,Darnell Hamilton,27,Male,IL,Kaôh Rōng,18,3,7,0.05555555555555558,1,1,18,32,0
3217,Jennifer Lanzetti,38,Female,UT,Kaôh Rōng,17,6,3,0.11111111111111116,1,1,18,32,0
3216,Liz Markham,27,Female,NY,Kaôh Rōng,16,8,5,0.16666666666666663,1,1,18,32,0
3215,Caleb Reynolds,28,Male,KY,Kaôh Rōng,15,9,0,0.2222222222222222,1,2,18,32,1
3214,Alecia Holden,24,Female,TX,Kaôh Rōng,14,11,8,0.2777777777777778,1,1,18,32,0
3213,Anna Khait,26,Female,NY,Kaôh Rōng,13,13,5,0.33333333333333337,1,1,18,32,0
3212,Peter Baggenstos,34,Male,MN,Kaôh Rōng,12,16,7,0.38888888888888884,1,1,18,32,0
3211,Neal Gottlieb,38,Male,CA,Kaôh Rōng,11,19,0,0.4444444444444444,1,1,18,32,1
3210,Nick Maiorano,30,Male,CA,Kaôh Rōng,10,22,6,0.5,1,1,18,32,0
3209,Debbie Wanner,49,Female,PA,Kaôh Rōng,9,24,5,0.5555555555555556,1,2,18,32,0
3208,Scot Pollard,40,Male,IN,Kaôh Rōng,8,27,7,0.6111111111111112,1,1,18,32,0
3207,Julia Sokolowski,19,Female,MA,Kaôh Rōng,7,29,7,0.6666666666666667,1,1,18,32,0
