ID,name,age,gender,state,season,place,days_survived,votes_against,place_percent,time_playing,total_times_played,players_in_season,season_number,is_censored,ChW,ChA,ChW%,VFB,VAP,TotV,TCA,TC%,wTCR,JVF,TotJ,JV%,SurvSc,SurvAv,Alliance_Score,prev_ids,new_id,seasons_played,FTC
1315,Cao Boi Bui,42.0,Male,VA,Cook Islands,15.0,15.0,6.0,0.30000000000000004,1.0,1,20.0,13.0,0,0.83,1.2,0.69,1.0,6.0,16.0,2.0,0.31,1.4,,,,1.0,2.23,-1.0,,,,0
1316,Stephannie Favor,35.0,Female,SC,Cook Islands,16.0,14.0,9.0,0.25,1.0,1,20.0,13.0,0,0.3,1.06,0.28,2.0,9.0,22.0,3.0,0.53,1.44,,,,0.81,1.73,-1.0,,,,0
1317,J.P. Calderon,30.0,Male,CA,Cook Islands,17.0,11.0,7.0,0.2,1.0,1,20.0,13.0,0,0.21,0.81,0.26,1.0,7.0,14.0,2.0,0.25,1.27,,,,0.51,1.48,-1.0,,,,0
1318,Cecilia Mansilla,29.0,Female,CA,Cook Islands,18.0,8.0,5.0,0.15000000000000002,1.0,1,20.0,13.0,0,0.1,0.56,0.18,1.0,6.0,13.0,2.0,0.27,1.4,,,,0.45,1.5,-1.0,,,,0
1319,Billy Garcia,36.0,Male,NY,Cook Islands,19.0,6.0,4.0,0.09999999999999998,1.0,1,20.0,13.0,0,0.1,0.45,0.22,0.0,4.0,5.0,1.0,-0.8,0.0,,,,-0.58,0.1,-1.0,,,,0
1320,Sekou Bunch,45.0,Male,CA,Cook Islands,20.0,3.0,3.0,0.05000000000000005,1.0,1,20.0,13.0,0,0.0,0.2,0.0,0.0,3.0,5.0,1.0,-0.6,0.0,,,,-0.6,0.0,-1.0,,,,0
1401,Earl Cole,35.0,Male,CA,Fiji,1.0,39.0,1.0,1.0,1.0,1,19.0,14.0,1,1.18,10.73,0.11,8.0,1.0,59.0,9.0,0.89,4.98,9.0,9.0,1.0,2.0,12.16,0.6009259259259259,,,,1
1402,Dreamz Herd,25.0,Male,NC,Fiji,2.0,39.0,2.0,0.9473684210526316,1.0,1,19.0,14.0,1,2.7,10.71,0.25,9.0,2.0,65.0,11.0,0.82,3.82,0.0,9.0,0.0,1.07,6.51,0.5955357142857143,,,,1
1403,Cassandra Franklin,42.0,Female,CA,Fiji,3.0,39.0,5.0,0.8947368421052632,1.0,1,19.0,14.0,1,2.62,10.71,0.24,5.0,5.0,43.0,7.0,0.7,2.22,0.0,9.0,0.0,0.94,4.84,0.5662698412698413,,,,1
1404,Yau-Man Chan,54.0,Male,CA,Fiji,4.0,38.0,9.0,0.8421052631578947,1.0,2,19.0,14.0,0,4.57,11.73,0.39,8.0,5.0,67.0,10.0,0.79,2.49,,,,1.18,7.06,0.5872222222222223,,,,0
1405,Boo Bernis,34.0,Male,LA,Fiji,5.0,37.0,5.0,0.7894736842105263,1.0,1,19.0,14.0,0,5.3,10.71,0.49,4.0,5.0,39.0,6.0,0.65,2.07,,,,1.14,7.37,0.5722222222222222,,,,0
1406,Stacy Kimball,27.0,Female,CO,Fiji,6.0,36.0,4.0,0.736842105263158,1.0,1,19.0,14.0,0,3.35,9.71,0.34,4.0,4.0,39.0,6.0,0.65,2.33,,,,0.99,5.68,0.6611111111111111,,,,0
1407,Alex Angarita,28.0,Male,CA,Fiji,7.0,33.0,9.0,0.6842105263157895,1.0,1,19.0,14.0,0,1.45,7.38,0.2,6.0,9.0,54.0,8.0,0.73,1.62,,,,0.93,3.06,0.5666666666666667,,,,0
1408,Mookie Lee,25.0,Male,IL,Fiji,8.0,30.0,6.0,0.631578947368421,1.0,1,19.0,14.0,0,0.17,5.39,0.03,5.0,6.0,71.0,10.0,0.49,1.4,,,,0.52,1.57,0.5351851851851852,,,,0
1409,Edgardo Rivera,28.0,Male,FL,Fiji,9.0,27.0,5.0,0.5789473684210527,1.0,1,19.0,14.0,0,1.4,4.13,0.34,4.0,5.0,34.0,5.0,0.77,2.49,,,,1.11,3.89,0.85,,,,0
1410,Michelle Yi,23.0,Female,OH,Fiji,10.0,24.0,3.0,0.5263157894736843,1.0,1,19.0,14.0,0,0.73,2.14,0.34,3.0,3.0,37.0,5.0,0.58,2.4,,,,0.93,3.13,0.5700000000000001,,,,0
1411,Lisi Linares,36.0,Female,CA,Fiji,11.0,21.0,7.0,0.4736842105263158,1.0,1,19.0,14.0,0,0.93,1.93,0.48,2.0,7.0,19.0,3.0,0.54,1.7,,,,1.03,2.63,-1.0,,,,0
1412,Rocky Reid,28.0,Male,CA,Fiji,12.0,19.0,5.0,0.42105263157894735,1.0,1,19.0,14.0,0,0.17,1.54,0.11,3.0,5.0,44.0,6.0,0.48,1.56,,,,0.59,1.72,0.4066666666666667,,,,0
1413,Anthony Robinson,32.0,Male,CA,Fiji,13.0,16.0,10.0,0.368421052631579,1.0,1,19.0,14.0,0,0.0,1.21,0.0,3.0,10.0,38.0,5.0,0.55,1.2,,,,0.55,1.2,0.42,,,,0
1414,Rita Verreos,38.0,Female,TX,Fiji,14.0,14.0,6.0,0.3157894736842105,1.0,1,19.0,14.0,0,0.0,1.04,0.0,2.0,6.0,32.0,4.0,0.45,1.4,,,,0.45,1.4,0.45,,,,0
1415,Liliana Gomez,25.0,Female,CA,Fiji,15.0,11.0,6.0,0.2631578947368421,1.0,1,19.0,14.0,0,0.74,0.74,1.0,0.0,6.0,8.0,1.0,-0.75,0.0,,,,0.25,0.74,-1.0,,,,0
1416,Gary Stritesky,55.0,Male,MN,Fiji,16.0,10.0,0.0,0.21052631578947367,1.0,1,19.0,14.0,1,0.46,0.74,0.62,0.0,0.0,0.0,0.0,-1.0,0.0,,,,-0.38,0.46,-1.0,,,,0
1417,Sylvia Kwan,52.0,Female,CA,Fiji,17.0,8.0,6.0,0.1578947368421053,1.0,1,19.0,14.0,0,0.0,0.47,0.0,1.0,6.0,16.0,2.0,0.31,1.4,,,,0.31,1.4,-1.0,,,,0
1418,Erica Durousseau,27.0,Female,LA,Fiji,18.0,6.0,6.0,0.10526315789473684,1.0,1,19.0,14.0,0,0.0,0.22,0.0,0.0,6.0,17.0,2.0,-0.18,0.0,,,,-0.18,0.0,-1.0,,,,0
1419,Jessica deBen,27.0,Female,CA,Fiji,19.0,3.0,6.0,0.05263157894736848,1.0,1,19.0,14.0,0,0.0,0.11,0.0,0.0,6.0,9.0,1.0,-0.67,0.0,,,,-0.67,0.0,-1.0,,,,0
1501,Todd Herzog,22.0,Male,UT,China,1.0,39.0,5.0,1.0,1.0,1,16.0,15.0,1,1.33,13.3,0.1,9.0,5.0,64.0,9.0,0.99,3.11,4.0,7.0,0.57,1.66,7.86,0.6777777777777778,,,,1
1502,Courtney Yates,26.0,Female,NY,China,2.0,39.0,0.0,0.9375,1.0,2,16.0,15.0,1,1.68,13.3,0.13,7.0,0.0,64.0,9.0,0.78,5.44,2.0,7.0,0.29,1.19,8.84,0.5034722222222222,,,,1
1503,Amanda Kimmel,22.0,Female,CA,China,3.0,39.0,0.0,0.875,1.0,3,16.0,15.0,1,4.27,13.3,0.32,9.0,0.0,64.0,9.0,1.0,7.0,1.0,7.0,0.14,1.46,12.13,0.6777777777777778,,,,1
1504,Denise Martin,40.0,Female,MA,China,4.0,38.0,3.0,0.8125,1.0,1,16.0,15.0,0,2.97,13.3,0.22,7.0,3.0,64.0,9.0,0.77,3.11,,,,1.0,6.08,0.5659722222222223,,,,0
1505,Peih-Gee Law,29.0,Female,CA,China,5.0,36.0,8.0,0.75,1.0,2,16.0,15.0,0,3.58,11.3,0.32,5.0,8.0,71.0,10.0,0.49,1.17,,,,0.81,4.75,0.4069444444444444,,,,0
1506,Erik Huffman,26.0,Male,TN,China,6.0,33.0,5.0,0.6875,1.0,1,16.0,15.0,0,1.83,9.3,0.2,6.0,5.0,66.0,9.0,0.66,2.07,,,,0.86,3.91,0.5236111111111111,,,,0
1507,James Clement,30.0,Male,LA,China,7.0,30.0,9.0,0.625,1.0,3,16.0,15.0,0,1.27,7.3,0.17,4.0,9.0,47.0,6.0,0.63,1.44,,,,0.81,2.7,0.5333333333333334,,,,0
1508,Frosti Zernow,20.0,Male,IL,China,8.0,27.0,7.0,0.5625,1.0,1,16.0,15.0,0,2.03,5.3,0.38,6.0,7.0,55.0,7.0,0.84,2.18,,,,1.22,4.22,0.625,,,,0
1509,Jean-Robert Bellande,36.0,Male,NV,China,9.0,24.0,12.0,0.5,1.0,1,16.0,15.0,0,1.3,4.05,0.32,3.0,12.0,34.0,4.0,0.66,1.31,,,,0.98,2.61,0.625,,,,0
1510,Jaime Dugan,22.0,Female,SC,China,10.0,21.0,7.0,0.4375,1.0,1,16.0,15.0,0,0.58,2.8,0.21,4.0,7.0,36.0,5.0,0.76,2.04,,,,0.97,2.62,0.9166666666666666,,,,0
1511,Sherea Lloyd,26.0,Female,GA,China,11.0,18.0,6.0,0.375,1.0,1,16.0,15.0,0,0.78,1.8,0.43,3.0,6.0,28.0,4.0,0.7,2.1,,,,1.13,2.88,0.75,,,,0
1512,Aaron Reisberger,32.0,Male,CA,China,12.0,15.0,3.0,0.3125,1.0,1,16.0,15.0,0,0.77,1.3,0.59,1.0,3.0,13.0,2.0,0.38,2.0,,,,0.97,2.77,-1.0,,,,0
1513,Dave Cruser,37.0,Male,CA,China,13.0,12.0,6.0,0.25,1.0,1,16.0,15.0,0,0.33,1.1,0.3,1.0,6.0,21.0,3.0,0.24,0.93,,,,0.54,1.27,-1.0,,,,0
1514,Leslie Nease,38.0,Female,SC,China,14.0,9.0,6.0,0.1875,1.0,1,16.0,15.0,0,0.27,0.77,0.35,0.0,6.0,8.0,1.0,-0.75,0.0,,,,-0.4,0.27,-1.0,,,,0
1515,Ashley Massaro,28.0,Female,NY,China,15.0,6.0,8.0,0.125,1.0,1,16.0,15.0,0,0.0,0.43,0.0,0.0,8.0,15.0,2.0,-0.27,0.0,,,,-0.27,0.0,-1.0,,,,0
1516,Chicken Morris,47.0,Male,VA,China,16.0,3.0,5.0,0.0625,1.0,1,16.0,15.0,0,0.0,0.13,0.0,0.0,5.0,8.0,1.0,-0.63,0.0,,,,-0.63,0.0,-1.0,,,,0
1601,Parvati Shallow,25.0,Female,CA,Micronesia,1.0,39.0,4.0,1.0,2.0,3,20.0,16.0,1,2.17,12.05,0.18,9.0,4.0,60.0,9.0,0.99,3.5,5.0,8.0,0.63,1.8,9.42,0.6428571428571429,,,,1
1602,Amanda Kimmel,23.0,Female,CA,Micronesia,2.0,39.0,4.0,0.95,2.0,3,20.0,16.0,1,2.89,12.05,0.24,12.0,0.0,86.0,13.0,0.92,6.46,3.0,8.0,0.38,1.54,11.6,0.678125,,,,1
1603,Cirie Fields,37.0,Female,CT,Micronesia,3.0,38.0,3.0,0.9,2.0,4,20.0,16.0,0,0.64,11.8,0.05,11.0,3.0,86.0,13.0,0.84,3.38,,,,0.9,4.02,0.7416666666666667,,,,0
1604,Natalie Bolton,32.0,Female,CA,Micronesia,4.0,37.0,3.0,0.85,1.0,1,20.0,16.0,0,0.88,12.05,0.07,5.0,3.0,57.0,8.0,0.62,2.5,,,,0.69,3.38,0.526984126984127,,,,0
1605,Erik Reichenbach,22.0,Male,MI,Micronesia,5.0,36.0,7.0,0.8,1.0,2,20.0,16.0,0,4.63,10.05,0.46,7.0,7.0,79.0,11.0,0.63,1.62,,,,1.09,6.25,0.4939153439153439,,,,0
1606,Alexis Jones,24.0,Female,CA,Micronesia,6.0,33.0,2.0,0.75,1.0,1,20.0,16.0,0,1.91,7.8,0.25,3.0,2.0,48.0,6.0,0.49,2.33,,,,0.74,4.25,0.5722222222222223,,,,0
1607,James Clement,30.0,Male,LA,Micronesia,7.0,31.0,3.0,0.7,2.0,3,20.0,16.0,1,1.42,7.05,0.2,3.0,3.0,46.0,5.0,0.47,1.0,,,,0.67,2.42,0.75,,,,0
1608,Jason Siska,22.0,Male,IL,Micronesia,8.0,30.0,8.0,0.65,1.0,1,20.0,16.0,0,2.41,6.05,0.4,1.0,8.0,46.0,5.0,0.17,0.47,,,,0.56,2.88,0.5,,,,0
1609,Ozzy Lusth,26.0,Male,CA,Micronesia,9.0,27.0,9.0,0.6,2.0,4,20.0,16.0,0,0.89,4.8,0.19,7.0,9.0,64.0,8.0,0.86,1.88,,,,1.04,2.77,0.8541666666666669,,,,0
1610,Eliza Orlins,25.0,Female,NY,Micronesia,10.0,24.0,8.0,0.55,2.0,2,20.0,16.0,0,1.42,3.8,0.37,2.0,8.0,29.0,3.0,0.57,1.56,,,,0.95,2.98,-1.0,,,,0
1611,Ami Cusack,34.0,Female,CO,Micronesia,11.0,21.0,4.0,0.5,2.0,2,20.0,16.0,0,0.64,2.8,0.23,4.0,4.0,45.0,6.0,0.65,2.33,,,,0.88,2.97,0.625,,,,0
1612,Tracy Hughes-Wolf,43.0,Female,VA,Micronesia,12.0,20.0,7.0,0.45,1.0,1,20.0,16.0,0,0.38,2.55,0.15,3.0,7.0,40.0,5.0,0.57,1.53,,,,0.71,1.91,0.475,,,,0
1613,Kathy Sleckman,45.0,Female,IL,Micronesia,13.0,19.0,0.0,0.4,1.0,1,20.0,16.0,1,1.75,2.39,0.73,2.0,0.0,19.0,2.0,0.58,1.7,,,,1.31,3.44,-1.0,,,,0
1614,Chet Welch,48.0,Male,PA,Micronesia,14.0,17.0,12.0,0.35,1.0,1,20.0,16.0,0,0.21,2.22,0.1,3.0,12.0,34.0,4.0,0.66,1.31,,,,0.76,1.52,0.5,,,,0
1615,Jonathan Penner,45.0,Male,CA,Micronesia,15.0,15.0,0.0,0.30000000000000004,2.0,3,20.0,16.0,1,0.87,2.08,0.42,1.0,0.0,19.0,2.0,0.23,0.78,,,,0.65,1.64,-1.0,,,,0
1616,Joel Anderson,32.0,Male,AZ,Micronesia,16.0,14.0,6.0,0.25,1.0,1,20.0,16.0,0,0.21,1.93,0.11,1.0,6.0,27.0,3.0,0.26,0.93,,,,0.37,1.14,-1.0,,,,0
1617,Mikey Bortone,34.0,Male,CA,Micronesia,17.0,11.0,6.0,0.2,1.0,1,20.0,16.0,0,0.21,1.68,0.13,0.0,6.0,19.0,2.0,-0.16,0.0,,,,-0.03,0.21,-1.0,,,,0
1618,Yau-Man Chan,55.0,Male,CA,Micronesia,18.0,8.0,6.0,0.15000000000000002,2.0,2,20.0,16.0,0,1.22,1.43,0.85,1.0,6.0,19.0,2.0,0.34,1.4,,,,1.19,2.62,-1.0,,,,0
1619,Mary Sartain,29.0,Female,CA,Micronesia,19.0,6.0,6.0,0.09999999999999998,1.0,1,20.0,16.0,0,0.1,1.21,0.08,0.0,6.0,10.0,1.0,-0.6,0.0,,,,-0.52,0.1,-1.0,,,,0
1620,Jon Dalton,33.0,Male,CA,Micronesia,20.0,3.0,9.0,0.05000000000000005,2.0,2,20.0,16.0,0,0.0,1.1,0.0,0.0,9.0,10.0,1.0,-0.9,0.0,,,,-0.9,0.0,-1.0,,,,0
1701,Bob Crowley,57.0,Male,ME,Gabon,1.0,39.0,2.0,1.0,1.0,1,18.0,17.0,1,6.2,11.96,0.52,5.0,2.0,60.0,9.0,0.55,2.59,4.0,7.0,0.57,1.64,12.22,0.4892857142857142,,,,1
1702,Susie Smith,47.0,Female,IA,Gabon,2.0,39.0,7.0,0.9444444444444444,1.0,1,18.0,17.0,1,3.1,11.96,0.26,9.0,7.0,68.0,10.0,0.89,2.29,3.0,7.0,0.43,1.58,7.97,0.6200680272108843,,,,1
1703,Sugar Kiper,29.0,Female,NY,Gabon,3.0,39.0,0.0,0.8888888888888888,1.0,2,18.0,17.0,1,0.69,11.96,0.06,10.0,0.0,66.0,10.0,1.0,7.0,0.0,7.0,0.0,1.06,7.69,0.6663832199546486,,,,1
1704,Matty Whitmore,29.0,Male,CA,Gabon,4.0,38.0,7.0,0.8333333333333334,1.0,1,18.0,17.0,0,0.76,11.96,0.06,10.0,5.0,81.0,12.0,0.83,2.59,,,,0.89,3.35,0.6934343434343434,,,,0
1705,Ken Hoang,22.0,Male,CA,Gabon,5.0,37.0,7.0,0.7777777777777778,1.0,1,18.0,17.0,0,1.14,10.96,0.1,9.0,7.0,82.0,12.0,0.74,1.91,,,,0.85,3.05,0.5890151515151515,,,,0
1706,Crystal Cox,29.0,Female,NC,Gabon,6.0,36.0,11.0,0.7222222222222222,1.0,1,18.0,17.0,0,0.31,9.96,0.03,10.0,11.0,77.0,11.0,0.9,1.7,,,,0.93,2.01,0.7390538033395176,,,,0
1707,Corinne Kaplan,29.0,Female,CA,Gabon,7.0,33.0,4.0,0.6666666666666667,1.0,2,18.0,17.0,0,1.03,7.96,0.13,2.0,4.0,40.0,5.0,0.38,1.4,,,,0.51,2.43,0.5,,,,0
1708,Randy Bailey,49.0,Male,MO,Gabon,8.0,30.0,5.0,0.6111111111111112,1.0,2,18.0,17.0,0,1.72,5.96,0.29,2.0,5.0,41.0,5.0,0.38,1.24,,,,0.66,2.97,0.475,,,,0
1709,Charlie Herschel,29.0,Male,NY,Gabon,9.0,27.0,5.0,0.5555555555555556,1.0,1,18.0,17.0,0,1.45,4.96,0.29,2.0,5.0,25.0,3.0,0.6,2.07,,,,0.89,3.52,-1.0,,,,0
1710,Marcus Lehman,28.0,Male,GA,Gabon,10.0,24.0,3.0,0.5,1.0,1,18.0,17.0,0,3.2,3.71,0.86,1.0,3.0,21.0,3.0,0.29,1.33,,,,1.15,4.53,-1.0,,,,0
1711,Dan Kay,32.0,Male,MA,Gabon,11.0,21.0,4.0,0.4444444444444444,1.0,1,18.0,17.0,0,1.27,3.51,0.36,2.0,4.0,24.0,3.0,0.61,2.33,,,,0.97,3.6,-1.0,,,,0
1712,Ace Gordon,27.0,Male,FL,Gabon,12.0,21.0,5.0,0.3888888888888888,1.0,1,18.0,17.0,0,0.24,3.51,0.07,3.0,5.0,34.0,5.0,0.57,1.87,,,,0.64,2.1,0.55,,,,0
1713,Kelly Czarnecki,22.0,Female,IL,Gabon,13.0,18.0,8.0,0.33333333333333337,1.0,1,18.0,17.0,0,0.24,2.31,0.1,2.0,8.0,29.0,4.0,0.43,1.17,,,,0.53,1.4,0.25,,,,0
1714,G.C. Brown,25.0,Male,OR,Gabon,14.0,15.0,6.0,0.2777777777777778,1.0,1,18.0,17.0,0,1.31,1.97,0.66,3.0,6.0,31.0,4.0,0.7,2.1,,,,1.36,3.41,0.75,,,,0
1715,Jacquie Berg,25.0,Female,CA,Gabon,15.0,12.0,5.0,0.2222222222222222,1.0,1,18.0,17.0,0,0.24,1.69,0.14,1.0,5.0,16.0,2.0,0.34,1.56,,,,0.48,1.79,-1.0,,,,0
1716,Paloma Soto-Castillo,23.0,Female,CA,Gabon,16.0,9.0,7.0,0.16666666666666666,1.0,1,18.0,17.0,0,0.11,1.55,0.07,0.0,7.0,9.0,1.0,-0.78,0.0,,,,-0.71,0.11,-1.0,,,,0
1717,Gillian Larson,61.0,Female,CA,Gabon,17.0,6.0,8.0,0.11111111111111116,1.0,1,18.0,17.0,0,0.0,1.24,0.0,1.0,8.0,17.0,2.0,0.26,1.17,,,,0.26,1.17,-1.0,,,,0
1718,Michelle Chase,24.0,Female,CA,Gabon,18.0,3.0,8.0,0.05555555555555558,1.0,1,18.0,17.0,0,0.0,1.11,0.0,0.0,8.0,9.0,1.0,-0.89,0.0,,,,-0.89,0.0,-1.0,,,,0
1801,J.T. Thomas,24.0,Male,AL,Tocantins,1.0,39.0,0.0,1.0,1.0,3,16.0,18.0,1,5.38,12.24,0.44,9.0,0.0,68.0,11.0,0.82,5.73,7.0,7.0,1.0,2.26,17.11,0.6809523809523811,,,,1
1802,Stephen Fishbach,29.0,Male,NY,Tocantins,2.0,39.0,1.0,0.9375,1.0,2,16.0,18.0,1,2.6,12.24,0.21,11.0,1.0,68.0,11.0,1.0,5.6,0.0,7.0,0.0,1.21,8.2,0.6904761904761906,,,,1
1803,Erinn Lobdell,26.0,Female,WI,Tocantins,3.0,38.0,5.0,0.875,1.0,1,16.0,18.0,0,0.91,12.24,0.07,6.0,5.0,57.0,9.0,0.66,2.07,,,,0.73,2.98,0.6350340136054422,,,,0
1804,Taj Johnson-George,37.0,Female,TN,Tocantins,4.0,37.0,7.0,0.8125,1.0,1,16.0,18.0,0,0.8,11.24,0.07,7.0,7.0,65.0,10.0,0.69,1.78,,,,0.76,2.58,0.4880952380952381,,,,0
1805,Coach Wade,37.0,Male,MO,Tocantins,5.0,36.0,6.0,0.75,1.0,3,16.0,18.0,0,1.86,10.24,0.18,4.0,6.0,50.0,7.0,0.55,1.6,,,,0.74,3.46,0.5517006802721088,,,,0
1806,Debbie Beebe,46.0,Female,AL,Tocantins,6.0,33.0,6.0,0.6875,1.0,1,16.0,18.0,0,2.24,8.24,0.27,4.0,6.0,45.0,6.0,0.64,1.87,,,,0.92,4.11,0.569047619047619,,,,0
1807,Sierra Reed,23.0,Female,CA,Tocantins,7.0,30.0,11.0,0.625,1.0,1,16.0,18.0,0,0.86,7.24,0.12,3.0,11.0,39.0,5.0,0.54,1.12,,,,0.66,1.98,0.475,,,,0
1808,Tyson Apostol,29.0,Male,UT,Tocantins,8.0,27.0,5.0,0.5625,1.0,3,16.0,18.0,0,3.11,5.24,0.59,2.0,5.0,32.0,4.0,0.46,1.56,,,,1.05,4.66,0.8125,,,,0
1809,Brendan Synnott,30.0,Male,CO,Tocantins,9.0,24.0,4.0,0.5,1.0,1,16.0,18.0,0,1.19,3.99,0.3,2.0,4.0,24.0,3.0,0.61,2.33,,,,0.91,3.53,-1.0,,,,0
1810,Joe Dowdle,26.0,Male,TX,Tocantins,10.0,20.0,1.0,0.4375,1.0,1,16.0,18.0,1,0.8,2.65,0.3,3.0,1.0,26.0,4.0,0.54,1.12,,,,0.84,1.92,0.75,,,,0
1811,Sydney Wheeler,24.0,Female,CA,Tocantins,11.0,18.0,4.0,0.375,1.0,1,16.0,18.0,0,0.8,1.65,0.48,3.0,4.0,26.0,4.0,0.71,2.63,,,,1.19,3.42,0.75,,,,0
1812,Spencer Duhm,19.0,Male,FL,Tocantins,12.0,15.0,5.0,0.3125,1.0,1,16.0,18.0,0,0.6,1.25,0.47,2.0,5.0,21.0,3.0,0.59,2.07,,,,1.06,2.67,-1.0,,,,0
1813,Sandy Burgin,53.0,Female,KY,Tocantins,13.0,12.0,6.0,0.25,1.0,1,16.0,18.0,0,0.63,0.92,0.68,1.0,6.0,15.0,2.0,0.3,1.4,,,,0.98,2.03,-1.0,,,,0
1814,Jerry Sims,49.0,Male,SC,Tocantins,14.0,9.0,6.0,0.1875,1.0,1,16.0,18.0,0,0.13,0.55,0.23,1.0,6.0,15.0,2.0,0.3,1.4,,,,0.53,1.53,-1.0,,,,0
1815,Candace Smith,31.0,Female,CA,Tocantins,15.0,6.0,7.0,0.125,1.0,1,16.0,18.0,0,0.13,0.27,0.47,0.0,7.0,8.0,1.0,-0.88,0.0,,,,-0.41,0.13,-1.0,,,,0
1816,Carolina Eastwood,26.0,Female,CA,Tocantins,16.0,3.0,7.0,0.0625,1.0,1,16.0,18.0,0,0.0,0.13,0.0,0.0,7.0,8.0,1.0,-0.88,0.0,,,,-0.88,0.0,-1.0,,,,0
1901,Natalie White,26.0,Female,AR,Samoa,1.0,39.0,8.0,1.0,1.0,1,20.0,19.0,1,0.37,11.61,0.03,14.0,5.0,108.0,14.0,1.0,3.11,7.0,9.0,0.78,1.81,8.14,0.6535775335775337,,,,1
1902,Russell Hantz,36.0,Male,TX,Samoa,2.0,39.0,9.0,0.95,1.0,3,20.0,19.0,1,1.95,11.61,0.17,14.0,2.0,108.0,14.0,1.0,4.67,2.0,9.0,0.22,1.39,7.95,0.6573809523809524,,,,1
1903,Mick Trimming,33.0,Male,CA,Samoa,3.0,39.0,4.0,0.9,1.0,1,20.0,19.0,1,1.17,11.61,0.1,13.0,4.0,108.0,14.0,0.93,3.25,0.0,9.0,0.0,1.03,4.42,0.5980952380952381,,,,1
1904,Brett Clouser,23.0,Male,CA,Samoa,4.0,38.0,3.0,0.85,1.0,1,20.0,19.0,0,3.99,11.61,0.34,6.0,3.0,82.0,10.0,0.6,2.4,,,,0.94,6.39,0.5361552028218695,,,,0
1905,Jaison Robinson,28.0,Male,IL,Samoa,5.0,37.0,7.0,0.8,1.0,1,20.0,19.0,0,2.75,10.61,0.26,12.0,7.0,104.0,13.0,0.92,2.35,,,,1.18,5.1,0.6365140415140416,,,,0
1906,Shambo Waters,45.0,Female,WA,Samoa,6.0,36.0,6.0,0.75,1.0,1,20.0,19.0,0,1.46,9.61,0.15,3.0,6.0,73.0,8.0,0.36,1.05,,,,0.52,2.51,0.33304988662131524,,,,0
1907,Monica Padilla,25.0,Female,CA,Samoa,7.0,33.0,7.0,0.7,1.0,2,20.0,19.0,0,1.0,8.28,0.12,4.0,7.0,67.0,7.0,0.57,1.45,,,,0.69,2.45,0.5138888888888888,,,,0
1908,Dave Ball,38.0,Male,CA,Samoa,8.0,31.0,8.0,0.65,1.0,1,20.0,19.0,0,1.49,7.28,0.21,3.0,8.0,60.0,6.0,0.48,1.17,,,,0.68,2.66,0.5098214285714286,,,,0
1909,John Fincher,25.0,Male,CA,Samoa,9.0,30.0,7.0,0.6,1.0,1,20.0,19.0,0,1.96,6.28,0.31,2.0,7.0,52.0,5.0,0.37,1.02,,,,0.69,2.98,0.4296296296296296,,,,0
1910,Laura Morett,39.0,Female,OR,Samoa,10.0,27.0,10.0,0.55,1.0,2,20.0,19.0,0,2.96,5.28,0.56,2.0,5.0,43.0,4.0,0.47,1.56,,,,1.03,4.51,0.75,,,,0
1911,Kelly Sharbaugh,25.0,Female,CA,Samoa,11.0,24.0,4.0,0.5,1.0,1,20.0,19.0,0,0.96,4.08,0.24,2.0,4.0,33.0,3.0,0.63,2.33,,,,0.86,3.29,-1.0,,,,0
1912,Erik Cardona,28.0,Male,CA,Samoa,12.0,21.0,10.0,0.45,1.0,1,20.0,19.0,0,0.96,2.88,0.33,1.0,10.0,22.0,2.0,0.27,1.0,,,,0.61,1.96,-1.0,,,,0
1913,Liz Kim,33.0,Female,NY,Samoa,13.0,18.0,5.0,0.4,1.0,1,20.0,19.0,0,0.42,1.88,0.22,4.0,5.0,36.0,5.0,0.77,2.49,,,,0.99,2.91,0.7500000000000001,,,,0
1914,Russell Swan,42.0,Male,PA,Samoa,14.0,15.0,0.0,0.35,1.0,2,20.0,19.0,1,1.06,1.48,0.72,1.0,0.0,10.0,1.0,0.26,1.08,,,,0.98,2.14,-1.0,,,,0
1915,Ashley Trainer,22.0,Female,MN,Samoa,15.0,14.0,9.0,0.30000000000000004,1.0,1,20.0,19.0,0,0.17,1.48,0.11,3.0,9.0,31.0,4.0,0.68,1.62,,,,0.79,1.78,0.7,,,,0
1916,Yasmin Giles,33.0,Female,CA,Samoa,16.0,11.0,8.0,0.25,1.0,1,20.0,19.0,0,0.23,1.14,0.2,0.0,8.0,10.0,1.0,-0.8,0.0,,,,-0.6,0.23,-1.0,,,,0
1917,Ben Browning,28.0,Male,CA,Samoa,17.0,8.0,7.0,0.2,1.0,1,20.0,19.0,0,0.0,0.64,0.0,2.0,7.0,25.0,3.0,0.57,1.7,,,,0.57,1.7,-1.0,,,,0
1918,Betsy Bolan,48.0,Female,NH,Samoa,18.0,6.0,7.0,0.15000000000000002,1.0,1,20.0,19.0,0,0.0,0.48,0.0,0.0,7.0,18.0,2.0,-0.19,0.0,,,,-0.19,0.0,-1.0,,,,0
1919,Mike Borassi,62.0,Male,CA,Samoa,19.0,5.0,0.0,0.09999999999999998,1.0,1,20.0,19.0,1,0.0,0.48,0.0,1.0,0.0,10.0,1.0,0.26,1.08,,,,0.26,1.08,-1.0,,,,0
